CN	EN
工业站数量<DarkHighlight> ≥2</>	Number of Industrial Stations <DarkHighlight> ≥2</>
排了吗，我点了下取消<img id="#010" width="28" height="28" valign="0.5"/>	Did you queue? I clicked Cancel <img id="#010" width="28" height="28" valign="0.5"/>
普通人被吸收进来，一定会被洪流影响。得赶紧找到他们！	Ordinary people who are absorbed in will definitely be affected by the torrent. We must find them quickly!
本周征服声望获取截至3月9日晚8点	Conquest Prestige acquisition for this week ends at 8 PM on March 9th
战争还没有开始，不许偷袭！	The war hasn't started yet, no sneak attacks allowed!
职位任命	Position Appointment
18分钟后还是个好串子	Still a good skewer after 18 minutes.
明晚00:00~00:00	Tomorrow night 00:00~00:00
解锁2025年12月12日-2026年12月12日期间的外观，可获得第二期的鉴赏积分	Unlock appearances from December 12, 2025, to December 12, 2026, to obtain Appreciation Points for the second season
该死，普通子弹无法穿透他的护盾！	Damn it, ordinary bullets cannot penetrate his shield!
金镑 (绑定) 兑换	Gold Pound (Bound) Exchange
Selected: 元元元圆缘	Selected: Yuan Yuan Yuan Yuan Yuan
便携组队	Portable Party
辩伪	Verify
20点	20 points
d誓约	d Covenant
2米	2m
冷脸统治世界	Cold-faced World Ruler
满意	Satisfied
耐力耐力	Stamina Stamina
隐藏小队招募信息	Hide Squad Recruitment Information
<Highlight>汤姆</>已经被抓住了，承认了自己的错误，收拾了烂摊子	<Highlight>Tom</> has been caught, admitted his Error, and cleaned up the mess
出乎意料，你的韧性比我预想的要强。保持住！	Unexpectedly, your resilience is stronger than I anticipated. Keep it up!
扫码	Scan Code
6级	Level 6
剧情梗概	Plot summary
参考文本	Reference Text
所有玩家获得一个<FaintYellow>战神buff</>\r\n每<FaintYellow>X</>秒扣除<FaintYellow>5%</>生命值，持续<FaintYellow>X</>秒\r\n每<FaintYellow>X</>秒扣除<FaintYellow>5%</>生命值，持续<FaintYellow>X</>秒	All players receive a <FaintYellow>God of Combat buff</>\r\nLose <FaintYellow>5%</> Health every <FaintYellow>X</> seconds, lasting for <FaintYellow>X</> seconds\r\nLose <FaintYellow>5%</> Health every <FaintYellow>X</> seconds, lasting for <FaintYellow>X</> seconds
服装名字	Outfit Name
累计可领取奖励上限：6	Cumulative reward limit: 6
预计 03:20	Estimated 03:20
你别站桩啊来点手法	Don't stand still, use some technique
物品名称物品名称	Item name item name
若你赢下，我将给予你奖励。若你失败，就此坠入欲望的深渊。	If you win, I will grant you a reward. If you fail, you shall fall into the abyss of desire.
主宰之战宰之战宰之战	Battle of the Ruler Battle of the Ruler Battle of the Ruler
除魔积分：	Demon Hunting Points:
魔女教派棋子除回合后获得<HighLight>2</>玩家生命值和<HighLight>1</>金币。你的小小英雄还会移动的更快。即刻获得<HighLight>5</>金币。在每个玩家对战回合后获得<HighLight>2</>玩家生命值。玩家本人还会移动得更快。即刻获得<HighLight>15</>金币。	In addition to gaining <HighLight>2</> player Health and <HighLight>1</> Gold Coin after each round, Demoness Sect pieces also make your Little Hero move faster. Instantly gain <HighLight>5</> Gold Coins. Gain <HighLight>2</> player Health after every player battle round. Your character will also move faster. Instantly gain <HighLight>15</> Gold Coins.
<Team_Target>[求助]俱乐部货运</> 缺少货运资源，给我给我给我快给我全给我	<Team_Target>[Help] Club Cargo</> Missing cargo resources, give it to me, give it to me, give it to me, give it all to me
小家伙，怎么又回来了？你明天才开始工作。	Little one, why are you back? You don't start work until tomorrow.
进货上限：<Performance>+10%</>	Stocking limit: <Performance>+10%</>
wtf正在进行中	wtf in progress
关方你赶紧退我6元 我是xxs求求你了	Official, hurry and refund my 6 yuan, I'm a kid, I beg you
你怎么死了？ ？ ？	How did you die? ? ?
家园场景更新	Homestead scene update
使用后体力恢复至<Highlight>55/100</>	Stamina will be restored to <Highlight>55/100</> after use
副本名称	Dungeon Name
推荐购买额度	Recommended Purchase Limit
被卷进去的人……都瓦解消散了……	Those who were dragged in... they all dissolved and dissipated...
一下一两千	One or two thousand per hit
本轮主题	Current Round Theme
贝克兰德 100%	Backlund 100%
风尚值：1000	Style Value: 1000
首席座位	Chief Seat
我的名字七个字	My Seven-Character Name
某站数量<DarkHighlight> = 2</>	Station quantity <DarkHighlight> = 2</>
棋子数据详情	Piece Data Details
自定义方案三三	Custom Preset Three Three
被宣战方	The Declared Party
2/100项	2/100 items
为什么没人挖我 是我不在榜么	Why is no one digging me, am I not on the list
再次挑战子嗣守护的奖赏，可获得对应的装备、非凡物质、秘偶碎片奖励。	Rewards for challenging Offspring Protection again; you can obtain corresponding Equipment, Beyonder material, and marionette fragment rewards.
准备好了吗	Are you ready
古老怨灵的完整灵性	Complete spirituality of an ancient wraith
通用提示通用提示通用提示通用通用提示通用提示通用提示通用	General hint general hint general hint general general hint general hint general hint general
金纺线挑战礼	Gold Thread Challenge Gift
难道命运道标真的是大鬼服	Is the Beacon of Fate really a dead server?
叹息之种·单狩	Seed of Sighs - Single Hunt
结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述结局描述	Ending description ending description ending description ending description ending description ending description ending description ending description ending description ending description ending description ending description ending description ending description
请输入玩家名称	Please enter a player name.
各种抗性全部提高<HighLight>100%</>，在特定玩法内更有其他效果的加成文字说明文字说明文字说明文字说明文字说明文字说明文字说明文字说明文字说明文字说明	All resistances increased by <HighLight>100%</>, with additional effect bonuses in specific gameplay modes. Text description, text description, text description, text description, text description, text description, text description, text description, text description, text description
我的利润：	My Profit:
刘世杰	Liu Shijie
嗯？怎么还有这么多吓不走的……金狼的盾也还在……	Hmm? Why are there still so many that won't be scared away... and the Golden Wolf's shield is still there...
已报名下一届	Registered for next season
自定义方案3	Custom Preset 3
这是哪里？看起来像某位贵族的宅邸……	Where is this? It looks like the mansion of some noble...
重置剪裁	Reset Crop
产物	Product
贝克兰德（124，989）	Backlund (124, 989)
大哭	Crying
"猎魔人"	"Demon Hunter"
六月之书  —  Lv 62 | Spectator | 5 m | Inspect	Book of June  —  Lv 62 | Spectator | 5 m | Inspect
为什么进个高原战还要卡我	Why is it still lagging me when entering a Highland Battle
引擎声	Engine Sound
收女徒弟	Taking female apprentices.
最高积分：	Highest Score:
自定义方案2	Custom Preset 2
<P_Heart>（小家伙们看上很喜欢这段旋律，愿意让你拿走宝箱里的东西。）</>	<P_Heart>(The little ones seem to like this melody and are willing to let you take what's in the treasure chest.)</>
本地人？	A local?
6-12人	6-12 Players
6积分	6 Points
哼唧……<P_Heart>（好像……重量还是不够。）</>	Oink... <P_Heart>(It seems... the weight still isn't enough.)</>
庄园等级	Manor Level
移除最近聊天	Remove Recent Chat
<img id="Tips" width="30" height="46"/><Title>猎杀时刻活动时间</>\n<Highlight>每日19:00—20:00</>开放；每周六、周日额外开放<Highlight>14:00—15:00</>。\n<img id="Tips" width="30" height="46"/><Title>王城区域限时事件</>\n猎杀时刻期间，可在王城中心【异变营地】限时召唤<Highlight>命运人偶</>，击败后可获得猩红遗物材料。\n每周五、周日晚的猎杀时刻开启<Highlight>10分钟后</>，即<Highlight>19:10</>，王城中心将刷新<Highlight>巨龙·投影</>。击退巨龙时，当前有效归属伤害最高的团队获得拍卖奖励。每次猎杀时刻活动中，每名玩家至多获得<Highlight>1次</>巨龙·投影的终末猎杀拍卖资格；已取得资格的玩家，本次活动内无法再次取得。\n除周五、周日晚场外，其他猎杀时刻开始<Highlight>10分钟后</>，王城中心将刷新<Highlight>王城守卫者</>。击败王城守卫者后，完成最后一击的团队成员共享对应奖励。\n<img id="Tips" width="30" height="46"/><Title>段位胜点双倍收益</>\n猎杀时刻期间，击杀敌对玩家可掠夺<Highlight>双倍段位胜点</>；被击杀时，损失的段位胜点同样翻倍。	<img id="Tips" width="30" height="46"/> <Title> Hunting Time Event Hours </> \n <Highlight> Open daily from 19:00—20:00 </>; additional hours on Saturdays and Sundays from <Highlight> 14:00—15:00 </>. \n <img id="Tips" width="30" height="46"/> <Title> Royal City Area Limited-Time Event </> \n During Hunting Time, you can summon a <Highlight> Fate Marionette </> for a limited time at the [Mutated Camp] in the center of the Royal City; defeating it yields Scarlet Relic materials. \n 10 minutes after <Highlight> the start of Hunting Time on Friday and Sunday nights </>, i.e., <Highlight> 19:10 </>, a <Highlight> Dragon - Projection </> will spawn in the center of the Royal City. When the dragon is repelled, the team with the highest effective attributed damage receives the auction rewards. In each Hunting Time event, each player can obtain at most <Highlight> 1 </> qualification for the Dragon - Projection Final Hunt auction; players who have already obtained the qualification cannot obtain it again during this event. \n Except for the Friday and Sunday night sessions, 10 minutes after <Highlight> other Hunting Time sessions begin </>, the <Highlight> Royal City Guardian </> will spawn in the center of the Royal City. After defeating the Royal City Guardian, team members who land the final blow share the corresponding rewards. \n <img id="Tips" width="30" height="46"/> <Title> Double Rank Point Gains </> \n During Hunting Time, killing hostile players allows you to plunder <Highlight> double rank points </>; when killed, the rank points lost are also doubled.
